,0
888,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)C(\C)=C\C1CC[C@@H](OC[C@@
889,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2OC(O)([C@@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@@H](OC
890,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)C(\C)=C\C1CC[C@@H](OC[C@H
891,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\C1CC[C@@H](O)[C@
892,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](OC)CC1=O)C(\C)=C\[C@@H]1CC[C@@H
893,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1C[C@@H
894,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)C(\C)=C
895,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)C(\C)=C\C(\C)=C\C=C\C=C
896,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1C[C@H](
897,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\C(\C)=C\C=C\C
898,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1O[C@@H
899,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)C(\C)=C\C=C
900,C[C@@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1ccncc1
901,C[C@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1ccncc1
902,C[C@@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1cccs1
903,COc1cc(NC(=O)Nc2ccc(Cl)c(Cl)c2)ccc1-c1cnco1
904,C[C@@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1cnco1
905,COc1ccc(NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)cc1
906,C[C@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1cnco1
907,C[C@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1cccs1
908,COc1cc2oc(nc2cc1-c1cnco1)-c1ccc(C)c(c1)C(O)=O
909,C[C@@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1ccco1
910,C[C@@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1nccs1
911,C[C@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1ccco1
912,COc1cc(NC(=O)Nc2ccc(Cl)cc2Cl)ccc1-c1cnco1
913,C[C@@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(nc2c1)-c1ccccc1
914,COc1cc(NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)ccc1Br
915,COc1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1-c1cnco1
916,C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1C)c1ccccc1
917,COc1cc2oc(nc2cc1-c1cnco1)-c1cccc(c1)C(O)=O
918,COc1cc(NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)ccc1Cl
919,COc1ccc(NC(=O)Nc2ccc(Cl)c(c2)-c2cnco2)cc1
920,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
921,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O
922,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(O)=O
923,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(O)=O
924,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(=O)N[C@@H](CC(O)=O)C(O)=O
925,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O
926,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(=O)N[C@@H](CC(O)=O)C(C)C
927,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(N)=O
928,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
929,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O
930,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(O)=O
931,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(O)=O
932,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(O)=O
933,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(N)=O
934,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(O)=O
935,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(C)C
936,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(N)=O
937,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C
938,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(C)C
939,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C
940,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
941,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)C#N
942,C[C@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)C#N
943,CC1(C)N(CCCOc2ccc(cc2)-c2ccncc2)C(=S)N(C1=O)c1ccc(C#N)c(Cl)c1
944,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(F)cc1
945,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccccc1
946,CC1(C)N(CCCOc2ccc(cc2)C#N)C(=S)N(C1=O)c1ccc(C#N)c(c1)C(F)(F)F
947,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)C(O)=O
948,C[C@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(F)cc1
949,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
950,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(O)cc1
951,C[C@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccccc1
952,C[C@](O)(CNc1ccc(C#N)c(Cl)c1)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
953,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)N(C)C
954,C[C@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)C(O)=O
955,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(Cl)cc1
956,C[C@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(O)cc1
957,C[C@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)N(C)C
958,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)N1CCOCC1
959,C[C@@H](O)[C@@H](Nc1ccc([N+]#[C-])c2sccc12)c1nnc(o1)-c1ccccc1
960,Cc1ncc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cnc(OC2CCOCC2)c(c1)N1CCOCC1
961,Cc1ncc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cc1-c1cnc(OC2CCOCC2)c(c1)N1CCOCC1
962,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1
963,Cc1ncc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cnc(OCCO)c(c1)N1CCOCC1
964,Cc1ncc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1
965,Cc1ncc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cc1-c1cnc(OCCO)c(c1)N1CCOCC1
966,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(nc(n1)N1CCOCC1)N1CCOCC1
967,COc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cnc1C
968,CCOc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cnc1C
969,Cc1ncc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cc1-c1cc(nc(c1)N1CCOCC1)N1CCOCC1
970,COc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2cccc(c2)C(F)(F)F)cnc1C
971,Cc1ncc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(nc(c1)N1CCOCC1)N1CCOCC1
972,CC(C)Oc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2ccnc(c2)C(C)(C)C#N)ccc1C
973,Cc1ccc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cc1-c1cc(nc(c1)N1CCOCC1)N1CCOCC1
974,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(nc(c1)N1CCOCC1)N1CCOCC1
975,CC(C)Oc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2ccnc(c2)C(C)(C)C#N)cnc1C
976,COc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2ccnc(c2)C(C)(C)F)cnc1C
977,COc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2ccnc(c2)C(C)(F)F)cnc1C
978,Cc1ncc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(nc(n1)N1CCOCC1)N1CCOCC1
979,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(N2CCOCC2)c(=O)n(C)n1
980,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
981,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]34C)[C@@H]1CC[C@@H]2O
982,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O
983,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2O
984,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C
985,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
986,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
987,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CCC34C)[C@@H]1CC[C@@]2(O)C#C
988,C[C@]12CCC3C(CCC4C[C@@H](O)CC[C@]34C)C1CC[C@@H]2O
989,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@H]2O
990,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#CC
991,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CCC34C)[C@@H]1CC[C@@H]2O
992,C[C@]12CCC3C(CCC4C[C@H](O)CC[C@]34C)C1CC[C@@H]2O
993,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2
994,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2O
995,C[C@]12CCC3C(CCC4NC(=O)C=C[C@]34C)C1CC[C@@H]2O
996,C[C@]12CCC3C(CCC4C[C@@H](O)CC[C@]34C)C1CCC2O
997,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O
998,C[C@]12CCC3C(CCC4C[C@H](O)CC[C@]34C)C1CCC2O
999,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CCC2O
1000,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1001,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1002,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
1003,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
1004,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@H](Cc1ccccc1)C(O)=O
1005,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](Cc1ccccc1)C(O)=O
1006,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1007,COc1cc(cc(OC)c1OC)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1008,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(O)=O
1009,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1010,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC(Cc1ccccc1)C(O)=O
1011,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCCNC(N)=N)C(=O)NC(Cc1ccccc1)C(O)=O
1012,COc1cc(cc(OC)c1OC)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1013,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O
1014,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(O)=O
1015,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(O)=O)c1ccccc1
1016,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O
1017,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O
1018,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
1019,COc1cc(cc(OC)c1OC)C(=O)N[C@@H](C(O)=O)c1ccccc1
1020,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2CCCCc2s1
1021,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2ccccc2s1
1022,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2OCCOc2s1
1023,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2CCCCn2n1
1024,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cn2CCCCc2n1
1025,[O-]C(=O)C1=CS[C@@H]2N1C(=O)\C2=C\c1cc2CCCCc2s1
1026,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2CC(=O)CCc2s1
1027,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1nc2ccccc2s1
1028,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2CCCc2s1
1029,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2cc(Br)ccc2s1
1030,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2CCCCCCc2s1
1031,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1ccccc1
1032,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2C(=O)OCc2s1
1033,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2ccccc2o1
1034,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2cc(Cl)ccc2s1
1035,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2OCC(=O)c2s1
1036,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2CC(=O)OCc2s1
1037,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2cc(Br)ccc2o1
1038,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2OCC(=O)Cc2s1
1039,[O-]C(=O)C1=CS[C@H]2N1C(=O)\C2=C\c1cc2OCC(=O)Nc2s1
1040,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(cc1)-c1ccccc1
1041,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(cc1)-c1ccccc1
1042,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1
1043,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@@H]1OP(O)(O)=O
1044,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc2ccccc2c1
1045,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1
1046,OC[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)CN[C@@H]1OP(O)(O)=O
1047,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@@H]1CO
1048,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@H]1OP(O)(O)=O
1049,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
1050,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1CO
1051,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1CO
1052,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O
1053,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@H]1CO
1054,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O
1055,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@@H]1CCP(O)(O)=O
1056,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CN1
1057,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(cc1)-c1ccccc1F
1058,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(cc1)-c1ccccc1Cl
1059,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CN1
1060,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cc3ccccc3c2n1Cc1ccccc1
1061,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1
1062,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cc(C)cc2n1Cc1ccccc1
1063,CCc1c(C(=O)C(N)=O)c2c(OC(C)C(O)=O)cc3ccccc3c2n1Cc1ccccc1
1064,CCc1c(C(=O)C(N)=O)c2c(OC(C)C(O)=O)cccc2n1Cc1ccccc1
1065,Cc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cc3ccccc3c2n1Cc1ccccc1
1066,CCc1c(C(=O)C(N)=O)c2c(OC(C)C(O)=O)cc(C)cc2n1Cc1ccccc1
1067,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cc3ccc(Cl)cc3c2n1Cc1ccccc1
1068,Cc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1
1069,CCc1c(C(=O)C(N)=O)c2c(OC)cc(C)cc2n1Cc1ccccc1
1070,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccn2c1Cc1ccccc1
1071,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1-c1ccccc1
1072,CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1
1073,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccn2c1C(=O)C(N)=O
1074,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1cccc(Cl)c1
1075,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cc3ccccc3c2n1Cc1ccccc1Cl
1076,CCc1c(CC(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1
1077,CCc1c(C(=O)C(N)=O)c2c(C)cc(C)cc2n1Cc1ccccc1
1078,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cc3ccccc3c2n1Cc1cccc(Cl)c1
1079,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1Cl
1080,CC(C)Nc1nc(Nc2ccc(cc2)S(C)(=O)=O)nc2[nH]cnc12
1081,COc1ccc(Nc2nc(Nc3ccc(cc3)S(C)(=O)=O)c3ncn(C)c3n2)cc1
1082,CC(C)Oc1nc(Nc2ccc(cc2)S(C)(=O)=O)nc2[nH]cnc12
1083,CC(C)n1nc(C)c2cnc(Nc3ccc(cc3)S(N)(=O)=O)nc12
1084,CC(C)Nc1nc(Nc2ccc(cc2)S(N)(=O)=O)nc2[nH]cnc12
1085,CC(C)n1nc(C(N)=O)c2cnc(Nc3ccc(cc3)S(N)(=O)=O)nc12
1086,CC(C)Nc1nc(Nc2ccc(cc2)S(C)(=O)=O)nc2[nH]nc(C)c12
1087,CC(C)n1nc(C)c2cnc(Nc3ccc(cc3)S(C)(=O)=O)nc12
1088,CC(C)n1nc(C(N)=O)c2nc(Nc3ccc(cc3)S(N)(=O)=O)cnc12
1089,CC(C)n1nc(C(N)=O)c2nc(Nc3ccc(cc3)S(C)(=O)=O)cnc12
1090,COc1ccc(Nc2nc(Nc3ccc(cc3)S(C)(=O)=O)c3ncn(C)c3n2)cc1OC
1091,CC(C)n1nc(C)c2nc(Nc3ccc(cc3)S(N)(=O)=O)nc(Nc3ccccc3)c12
1092,CC(C)n1nc(C(N)=O)c2nc(Nc3ccc(cc3)S(N)(=O)=O)ccc12
1093,CC(C)Nc1nc(Nc2ccc(cc2)S(C)(=O)=O)nc2[nH]ncc12
1094,CC(C)n1nc(C(N)=O)c2nc(Nc3ccc(cc3)S(N)(=O)=O)sc12
1095,CC(C)n1nc(C)c2nc(Nc3ccc(cc3)S(N)(=O)=O)cnc12
